,data,velocità vento [km/h],cardinalità vento,direzione vento [°],pioggia cumulata [mm],pioggia istantanea [mm],pressione [hPa],temperatura di rugiada [°C],umidità relativa [%],temperatura [°C]
0,2022-03-26 06:54:00,0.00,NNW,327.00,0,0,1026.6,1.9,44,13.9
1,2022-03-26 06:59:00,1.10,NW,320.00,0,0,1026.5,1.5,42,14.2
2,2022-03-26 07:04:00,0.00,NW,322.00,0,0,1026.7,0.9,40,14.3
3,2022-03-26 07:09:00,2.10,NNW,342.00,0,0,1026.7,1.7,42,14.4
4,2022-03-26 07:14:00,1.10,N,354.00,0,0,1026.8,1.8,44,13.8
5,2022-03-26 07:19:00,1.40,N,350.00,0,0,1026.7,2,44,14
6,2022-03-26 07:24:00,1.10,NE,34.00,0,0,1026.8,2.2,44,14.3
7,2022-03-26 07:29:00,1.10,NNW,341.00,0,0,1026.8,2,42,14.8
8,2022-03-26 07:34:00,1.40,NNE,21.00,0,0,1026.9,1.4,40,14.9
9,2022-03-26 07:39:00,0.30,N,353.00,0,0,1026.9,3,46,14.5
10,2022-03-26 07:44:00,0.00,N,1.00,0,0,1026.9,2.7,46,14.1
11,2022-03-26 07:49:00,0.00,NNE,15.00,0,0,1027.2,2.3,44,14.4
12,2022-03-26 07:54:00,1.80,SSE,164.00,0,0,1027,3.3,46,14.8
13,2022-03-26 07:59:00,0.00,NNW,340.00,0,0,1027,4.8,50,15.1
14,2022-03-26 08:04:00,1.10,N,9.00,0,0,1027.3,3.1,43,15.6
15,2022-03-26 08:09:00,1.10,NNW,344.00,0,0,1027.3,4.5,48,15.4
16,2022-03-26 08:14:00,1.10,N,355.00,0,0,1027.5,5.1,49,15.8
17,2022-03-26 08:19:00,1.80,NNW,340.00,0,0,1027.4,5,50,15.4
18,2022-03-26 08:24:00,1.10,NNE,17.00,0,0,1027.3,6.3,54,15.6
19,2022-03-26 08:29:00,2.10,N,351.00,0,0,1027.5,6.1,52,15.9
20,2022-03-26 08:34:00,2.10,N,357.00,0,0,1027.5,6.8,54,16.1
21,2022-03-26 08:39:00,4.00,NNE,26.00,0,0,1027.3,6.8,54,16.1
22,2022-03-26 08:44:00,2.90,N,4.00,0,0,1027.3,6,53,15.5
23,2022-03-26 08:49:00,1.80,NNE,13.00,0,0,1027.5,4.5,48,15.5
24,2022-03-26 08:54:00,3.50,NNW,339.00,0,0,1027.4,5,51,15.1
25,2022-03-26 08:59:00,2.60,ENE,72.00,0,0,1027.5,5.7,53,15.2
26,2022-03-26 09:04:00,3.50,NNE,24.00,0,0,1027.5,6.2,54,15.5
27,2022-03-26 09:09:00,4.00,NNE,22.00,0,0,1027.3,6.6,56,15.3
28,2022-03-26 09:14:00,0.30,ESE,120.00,0,0,1027.4,7.6,60,15.3
29,2022-03-26 09:19:00,4.70,ESE,121.00,0,0,1027.7,7.9,61,15.4
30,2022-03-26 09:24:00,2.90,SW,219.00,0,0,1027.7,7.8,62,15
31,2022-03-26 09:29:00,4.70,SE,125.00,0,0,1027.6,8.2,63,15.2
32,2022-03-26 09:34:00,2.60,NNE,28.00,0,0,1027.5,8.5,62,15.8
33,2022-03-26 09:39:00,4.70,NNE,22.00,0,0,1027.8,8.6,62,15.9
34,2022-03-26 09:44:00,3.20,NE,52.00,0,0,1027.6,8.6,64,15.4
35,2022-03-26 09:49:00,1.40,NNE,21.00,0,0,1027.7,8.8,66,15.1
36,2022-03-26 09:54:00,1.40,NE,35.00,0,0,1027.8,8.9,66,15.2
37,2022-03-26 09:59:00,0.30,ENE,67.00,0,0,1027.6,9,66,15.3
38,2022-03-26 10:04:00,2.60,SSW,206.00,0,0,1027.8,9.1,66,15.4
39,2022-03-26 10:09:00,4.00,SSW,196.00,0,0,1027.3,9.7,68,15.6
40,2022-03-26 10:14:00,4.00,E,101.00,0,0,1027.6,10.1,67,16.3
41,2022-03-26 10:19:00,4.70,N,5.00,0,0,1027.6,9.7,68,15.6
42,2022-03-26 10:24:00,4.00,N,8.00,0,0,1027.6,9.7,69,15.3
43,2022-03-26 10:29:00,5.50,NNE,15.00,0,0,1027.7,9.5,70,14.9
44,2022-03-26 10:34:00,2.90,NNW,332.00,0,0,1027.9,9.3,70,14.7
45,2022-03-26 10:39:00,4.70,NNE,22.00,0,0,1027.7,9.5,70,14.9
46,2022-03-26 10:44:00,4.70,NE,52.00,0,0,1027.6,9.5,70,14.9
47,2022-03-26 10:49:00,4.00,N,358.00,0,0,1027.7,9.5,71,14.7
48,2022-03-26 10:54:00,5.50,ENE,57.00,0,0,1027.8,9.7,71,14.9
49,2022-03-26 10:59:00,3.50,N,11.00,0,0,1027.6,9.8,71,15
50,2022-03-26 11:04:00,4.00,N,0.00,0,0,1027.4,9.6,71,14.8
51,2022-03-26 11:09:00,3.20,NNE,23.00,0,0,1027.2,9.4,71,14.6
52,2022-03-26 11:14:00,2.90,NNE,26.00,0,0,1027.6,9.1,71,14.3
