,data,velocità vento [km/h],cardinalità vento,direzione vento [°],pioggia cumulata [mm],pioggia istantanea [mm],pressione [hPa],temperatura di rugiada [°C],umidità relativa [%],temperatura [°C]
0,2022-05-30 06:24:00,2.90,ENE,61.00,0,0,1011.7,16,60,24.2
1,2022-05-30 06:29:00,5.80,E,96.00,0,0,1011.4,16.4,60,24.6
2,2022-05-30 06:34:00,4.30,S,178.00,0,0,1011.8,16.3,61,24.3
3,2022-05-30 06:39:00,8.70,SSE,148.00,0,0,1011.8,16.2,61,24.2
4,2022-05-30 06:44:00,8.70,S,174.00,0,0,1011.9,15.8,60,24
5,2022-05-30 06:49:00,4.70,SSE,153.00,0,0,1011.8,15.4,58,24.2
6,2022-05-30 06:54:00,6.10,SE,142.00,0,0,1011.7,16,61,24
7,2022-05-30 06:59:00,9.30,S,179.00,0,0,1011.8,15.4,59,23.9
8,2022-05-30 07:04:00,6.90,SSE,159.00,0,0,1011.9,15.8,60,24
9,2022-05-30 07:09:00,4.00,SSE,156.00,0,0,1012.1,15.5,59,24
10,2022-05-30 07:14:00,12.60,S,174.00,0,0,1012.2,15.7,59,24.2
11,2022-05-30 07:19:00,7.90,E,83.00,0,0,1012.5,15.2,57,24.2
12,2022-05-30 07:24:00,11.10,SE,129.00,0,0,1012.4,15.4,56,24.7
13,2022-05-30 07:29:00,5.00,NE,42.00,0,0,1012.3,15.5,56,24.8
14,2022-05-30 07:34:00,10.80,SSE,156.00,0,0,1012.3,15.5,57,24.5
15,2022-05-30 07:39:00,7.90,SE,127.00,0,0,1012.4,15.3,57,24.3
16,2022-05-30 07:44:00,9.70,SE,127.00,0,0,1012.4,15.5,57,24.5
17,2022-05-30 07:49:00,5.50,ESE,119.00,0,0,1012.2,15.7,55,25.4
18,2022-05-30 07:54:00,9.70,SSE,147.00,0,0,1012.4,16,57,25.1
19,2022-05-30 07:59:00,8.20,SE,141.00,0,0,1012.4,15.7,58,24.5
20,2022-05-30 08:04:00,11.60,SSE,151.00,0,0,1012.3,16.1,58,24.9
21,2022-05-30 08:09:00,9.70,SE,132.00,0,0,1012.4,16.2,59,24.7
22,2022-05-30 08:14:00,5.50,SSE,164.00,0,0,1012.1,17,61,25
23,2022-05-30 08:19:00,4.30,SSE,162.00,0,0,1012.4,16.7,62,24.4
24,2022-05-30 08:24:00,8.70,SE,125.00,0,0,1012.4,16.6,61,24.6
25,2022-05-30 08:29:00,9.70,SE,130.00,0,0,1012.4,16.5,60,24.8
26,2022-05-30 08:34:00,9.70,ESE,111.00,0,0,1012.5,16.9,60,25.2
27,2022-05-30 08:39:00,8.70,E,97.00,0,0,1012.4,16.8,61,24.8
28,2022-05-30 08:44:00,12.20,SSE,167.00,0,0,1012.6,17.3,62,25.1
29,2022-05-30 08:49:00,4.70,ESE,118.00,0,0,1012.7,16.6,60,24.9
30,2022-05-30 08:54:00,12.20,SE,136.00,0,0,1012.8,17,62,24.8
31,2022-05-30 08:59:00,5.80,NNE,27.00,0,0,1012.8,17.7,65,24.7
32,2022-05-30 09:04:00,11.60,SSE,161.00,0,0,1012.7,18.1,66,24.9
33,2022-05-30 09:09:00,12.20,SSE,155.00,0,0,1012.7,18.5,69,24.5
34,2022-05-30 09:14:00,8.70,NE,49.00,0,0,1012.9,18,69,24
35,2022-05-30 09:19:00,9.30,SE,143.00,0,0,1012.7,17.6,66,24.3
36,2022-05-30 09:24:00,6.40,ENE,70.00,0,0,1013,17.6,66,24.3
37,2022-05-30 09:29:00,4.70,ESE,113.00,0,0,1012.8,17.9,68,24.2
38,2022-05-30 09:34:00,5.50,ESE,110.00,0,0,1012.8,18,65,25
39,2022-05-30 09:39:00,7.90,ESE,103.00,0,0,1012.8,17.8,64,25.1
40,2022-05-30 09:44:00,4.70,SSW,200.00,0,0,1012.8,17.7,62,25.5
41,2022-05-30 09:49:00,1.40,NNE,18.00,0,0,1013,17.5,61,25.5
42,2022-05-30 09:54:00,5.80,E,101.00,0,0,1012.9,17.8,62,25.6
43,2022-05-30 09:59:00,8.70,SE,131.00,0,0,1012.7,18,63,25.5
44,2022-05-30 10:04:00,7.60,SE,133.00,0,0,1012.9,18.1,66,24.9
45,2022-05-30 10:09:00,6.10,SE,129.00,0,0,1013,17.2,59,25.8
46,2022-05-30 10:14:00,5.00,S,190.00,0,0,1012.8,16.8,57,25.9
47,2022-05-30 10:19:00,11.10,ESE,107.00,0,0,1012.9,17.3,59,25.9
48,2022-05-30 10:24:00,7.90,ESE,122.00,0,0,1013.1,16.1,53,26.4
49,2022-05-30 10:29:00,2.10,S,172.00,0,0,1012.9,16.3,53,26.6
50,2022-05-30 10:34:00,4.00,SSE,153.00,0,0,1012.9,16.7,55,26.4
51,2022-05-30 10:39:00,6.40,SSW,207.00,0,0,1012.7,16.5,54,26.6
52,2022-05-30 10:44:00,12.20,SSE,167.00,0,0,1012.9,15.4,52,26
53,2022-05-30 10:49:00,7.20,ESE,122.00,0,0,1012.8,16,53,26.3
54,2022-05-30 10:54:00,10.50,E,79.00,0,0,1012.9,14.2,47,26.4
55,2022-05-30 10:59:00,4.00,NE,50.00,0,0,1013,14.5,47,26.7
56,2022-05-30 11:04:00,6.10,S,175.00,0,0,1013,15.3,50,26.5
57,2022-05-30 11:09:00,15.80,ESE,109.00,0,0,1013,13.2,44,26.4
58,2022-05-30 11:14:00,13.40,SE,143.00,0,0,1013,15.2,50,26.4
59,2022-05-30 11:19:00,13.00,SSE,152.00,0,0,1013,14.7,49,26.2
60,2022-05-30 11:24:00,8.20,W,263.00,0,0,1013,14.5,47,26.7
61,2022-05-30 11:29:00,8.70,ENE,58.00,0,0,1013,14.5,47,26.7
62,2022-05-30 11:34:00,8.70,SE,139.00,0,0,1012.9,14.8,47,27.1
63,2022-05-30 11:39:00,12.20,SSE,155.00,0,0,1012.9,15.9,52,26.5
64,2022-05-30 11:44:00,7.20,E,92.00,0,0,1012.8,15.3,49,26.9
65,2022-05-30 11:49:00,14.00,SE,143.00,0,0,1012.9,14.9,46,27.5
66,2022-05-30 11:54:00,9.70,S,190.00,0,0,1013,14.6,47,26.8
67,2022-05-30 11:59:00,7.90,SE,130.00,0,0,1012.8,14.5,45,27.5
68,2022-05-30 12:04:00,7.90,ESE,120.00,0,0,1013,14.7,45,27.7
69,2022-05-30 12:09:00,15.10,SE,136.00,0,0,1013.1,15.2,47,27.5
70,2022-05-30 12:14:00,5.50,SE,127.00,0,0,1012.8,14.9,47,27.2
71,2022-05-30 12:19:00,6.10,ESE,123.00,0,0,1012.9,15.2,48,27.1
72,2022-05-30 12:24:00,7.60,SE,134.00,0,0,1012.8,14.8,47,27.1
73,2022-05-30 12:29:00,7.20,N,6.00,0,0,1012.9,15.2,47,27.5
74,2022-05-30 12:34:00,5.50,ESE,109.00,0,0,1013,15.2,47,27.5
75,2022-05-30 12:39:00,7.60,ENE,63.00,0,0,1013,15.4,46,28.1
76,2022-05-30 12:44:00,7.90,SSW,208.00,0,0,1013,15.5,48,27.5
77,2022-05-30 12:49:00,9.30,SSE,155.00,0,0,1012.8,15.2,48,27.1
78,2022-05-30 12:54:00,8.70,SE,130.00,0,0,1012.7,15.3,48,27.2
79,2022-05-30 12:59:00,9.70,SE,144.00,0,0,1012.8,15.8,50,27.1
80,2022-05-30 13:04:00,13.70,SSE,160.00,0,0,1012.7,15.9,51,26.9
81,2022-05-30 13:09:00,3.20,E,92.00,0,0,1012.7,16.6,53,27
82,2022-05-30 13:14:00,9.30,S,169.00,0,0,1012.7,17.2,56,26.7
83,2022-05-30 13:18:00,6.10,S,180.00,0,0,1012.7,17.7,57,26.9
84,2022-05-30 13:24:00,7.20,SSE,168.00,0,0,1012.7,17.6,57,26.8
85,2022-05-30 13:28:00,10.10,ESE,109.00,0,0,1012.5,18.5,62,26.4
86,2022-05-30 13:34:00,13.70,SSE,168.00,0,0,1012.5,18.5,62,26.4
87,2022-05-30 13:39:00,12.20,S,184.00,0,0,1012.7,18.6,63,26.2
88,2022-05-30 13:44:00,7.20,SE,134.00,0,0,1012.8,18.4,61,26.5
89,2022-05-30 13:49:00,3.50,S,175.00,0,0,1012.5,18.8,63,26.4
90,2022-05-30 13:54:00,6.40,SSE,166.00,0,0,1012.7,18.9,64,26.2
91,2022-05-30 13:59:00,2.10,NNW,330.00,0,0,1012.6,18.8,63,26.4
92,2022-05-30 14:04:00,5.80,S,171.00,0,0,1012.4,18.6,60,27
93,2022-05-30 14:09:00,8.70,SSE,153.00,0,0,1012.6,18.1,58,27.1
94,2022-05-30 14:14:00,2.60,SSE,156.00,0,0,1012.6,18.3,57,27.5
95,2022-05-30 14:19:00,1.10,NW,305.00,0,0,1012.6,19,60,27.4
96,2022-05-30 14:24:00,6.90,S,181.00,0,0,1012.4,18.4,57,27.7
97,2022-05-30 14:29:00,5.00,SE,140.00,0,0,1012.5,18.8,57,28.1
98,2022-05-30 14:34:00,2.10,N,4.00,0,0,1012.7,19,56,28.6
99,2022-05-30 14:39:00,1.40,NNW,343.00,0,0,1012.6,18.4,55,28.3
100,2022-05-30 14:44:00,4.70,N,10.00,0,0,1012.3,18.6,56,28.2
101,2022-05-30 14:49:00,0.60,W,278.00,0,0,1012.7,18.4,58,27.4
102,2022-05-30 14:54:00,0.00,NW,319.00,0,0,1012.7,18.2,55,28.1
103,2022-05-30 14:59:00,0.30,NNW,339.00,0,0,1012.4,18.5,56,28.1
104,2022-05-30 15:04:00,4.00,ENE,59.00,0,0,1012.7,19,57,28.3
105,2022-05-30 15:09:00,4.00,ESE,115.00,0,0,1012.7,19.1,59,27.8
106,2022-05-30 15:14:00,0.00,N,351.00,0,0,1012.6,19.2,60,27.6
107,2022-05-30 15:19:00,1.80,N,350.00,0,0,1012.7,19.1,60,27.5
108,2022-05-30 15:24:00,0.00,NW,326.00,0,0,1012.6,18.9,62,26.8
109,2022-05-30 15:29:00,1.40,W,275.00,0,0,1012.3,18.8,60,27.2
110,2022-05-30 15:34:00,2.60,SSW,210.00,0,0,1012.3,18.8,60,27.2
111,2022-05-30 15:39:00,4.30,WSW,250.00,0,0,1012.3,18.5,59,27.2
112,2022-05-30 15:44:00,1.40,NW,312.00,0,0,1012.5,19,59,27.7
113,2022-05-30 15:49:00,3.50,N,4.00,0,0,1012.5,19.4,57,28.7
114,2022-05-30 15:54:00,0.00,NNW,344.00,0,0,1012.6,19,61,27.1
115,2022-05-30 15:59:00,2.90,WSW,255.00,0,0,1012.4,19,59,27.7
116,2022-05-30 16:04:00,1.40,WNW,296.00,0,0,1012.3,18.9,58,27.9
117,2022-05-30 16:09:00,4.30,S,175.00,0,0,1012.5,18.5,57,27.8
118,2022-05-30 16:14:00,3.50,WSW,239.00,0,0,1012.4,18.3,54,28.5
119,2022-05-30 16:19:00,5.80,SSW,195.00,0,0,1012.4,17.8,51,28.9
120,2022-05-30 16:24:00,3.20,W,271.00,0,0,1012.4,18.2,52,29
121,2022-05-30 16:29:00,3.50,SSE,166.00,0,0,1012.4,18.6,53,29.1
122,2022-05-30 16:34:00,2.10,WSW,250.00,0,0,1012.4,19.2,55,29.1
