,data,velocità vento [km/h],cardinalità vento,direzione vento [°],pioggia cumulata [mm],pioggia istantanea [mm],pressione [hPa],temperatura di rugiada [°C],umidità relativa [%],temperatura [°C]
0,2022-06-13 19:19:00,32.00,W,266.00,0,0,1014.9,13.5,50,24.6
1,2022-06-13 19:24:00,21.60,SW,236.00,0,0,1014.7,13.3,49,24.7
2,2022-06-13 19:29:00,34.60,WSW,249.00,0,0,1014.8,13.6,50,24.7
3,2022-06-13 19:34:00,31.40,SW,225.00,0,0,1014.9,12.8,48,24.5
4,2022-06-13 19:38:00,13.00,SSW,212.00,0,0,1014.7,13.2,49,24.6
5,2022-06-13 19:44:00,30.90,WSW,254.00,0,0,1014.9,13.1,49,24.5
6,2022-06-13 19:49:00,20.10,W,271.00,0,0,1015,13,49,24.4
7,2022-06-13 19:54:00,13.00,SW,235.00,0,0,1015.1,13,49,24.4
8,2022-06-13 19:59:00,23.80,WNW,282.00,0,0,1015.2,13.1,49,24.5
9,2022-06-13 20:04:00,14.80,WSW,252.00,0,0,1015.3,12.8,48,24.5
10,2022-06-13 20:09:00,19.80,WSW,245.00,0,0,1015.2,12.8,48,24.5
11,2022-06-13 20:14:00,18.00,WSW,239.00,0,0,1015.3,12.5,47,24.6
12,2022-06-13 20:19:00,11.60,WNW,283.00,0,0,1015.3,12.5,47,24.6
13,2022-06-13 20:24:00,15.40,WSW,252.00,0,0,1015.2,12.5,47,24.6
14,2022-06-13 20:29:00,8.20,WNW,293.00,0,0,1015.6,12.5,47,24.5
15,2022-06-13 20:34:00,19.80,W,269.00,0,0,1015.2,12.5,47,24.5
16,2022-06-13 20:39:00,11.90,NW,308.00,0,0,1015.2,12.5,47,24.5
17,2022-06-13 20:44:00,18.70,WNW,287.00,0,0,1015.3,12.2,46,24.5
18,2022-06-13 20:49:00,21.20,SW,224.00,0,0,1015.5,12.2,46,24.5
19,2022-06-13 20:54:00,15.80,WSW,245.00,0,0,1015.3,12.1,46,24.4
20,2022-06-13 20:59:00,15.40,SW,221.00,0,0,1015.3,12.1,46,24.4
21,2022-06-13 21:04:00,16.30,SSW,194.00,0,0,1015.5,12.2,47,24.2
22,2022-06-13 21:09:00,12.20,WSW,250.00,0,0,1015.3,12.4,48,24.1
23,2022-06-13 21:14:00,19.50,W,261.00,0,0,1015.1,12.4,48,24
24,2022-06-13 21:19:00,22.40,W,280.00,0,0,1015.3,12.1,47,24.1
25,2022-06-13 21:24:00,18.30,WSW,240.00,0,0,1015.2,11.8,46,24.1
26,2022-06-13 21:29:00,15.40,SSW,211.00,0,0,1015.3,12.2,47,24.2
27,2022-06-13 21:34:00,18.00,WSW,248.00,0,0,1015.3,11.9,46,24.2
28,2022-06-13 21:39:00,8.70,WSW,254.00,0,0,1015.2,12.2,47,24.2
29,2022-06-13 21:44:00,22.40,WSW,248.00,0,0,1015.3,11.8,46,24.1
30,2022-06-13 21:49:00,14.80,WSW,254.00,0,0,1015.3,11.9,46,24.2
31,2022-06-13 21:54:00,19.20,WSW,238.00,0,0,1015.3,11.8,46,24.1
32,2022-06-13 21:59:00,11.90,WNW,298.00,0,0,1015.2,11.9,46,24.2
33,2022-06-13 22:04:00,16.30,WNW,289.00,0,0,1015.1,11.6,45,24.2
34,2022-06-13 22:09:00,14.00,W,261.00,0,0,1015.2,11.8,46,24.1
35,2022-06-13 22:14:00,19.50,WSW,257.00,0,0,1015.3,11.8,46,24.1
36,2022-06-13 22:19:00,16.30,SW,230.00,0,0,1015,11.9,46,24.2
37,2022-06-13 22:24:00,23.00,SSW,209.00,0,0,1015.1,11.7,46,24
38,2022-06-13 22:29:00,15.40,W,273.00,0,0,1015,11.7,46,24
39,2022-06-13 22:34:00,10.80,SSW,204.00,0,0,1015.4,11.7,46,24
40,2022-06-13 22:39:00,21.20,WSW,250.00,0,0,1015.2,11.7,46,24
41,2022-06-13 22:44:00,18.70,WNW,285.00,0,0,1015,11.8,46,24.1
42,2022-06-13 22:49:00,15.10,WNW,282.00,0,0,1014.9,11.8,46,24.1
43,2022-06-13 22:54:00,18.70,SW,235.00,0,0,1014.9,11.9,46,24.2
44,2022-06-13 22:59:00,12.20,SSW,209.00,0,0,1015.1,11.8,46,24.1
45,2022-06-13 23:04:00,13.00,WSW,258.00,0,0,1015.1,11.6,45,24.2
46,2022-06-13 23:09:00,19.50,WNW,282.00,0,0,1015,11.7,46,24
47,2022-06-13 23:14:00,10.50,NW,310.00,0,0,1015.2,11.6,46,23.9
48,2022-06-13 23:19:00,13.00,NW,304.00,0,0,1015.1,11.1,44,24.1
49,2022-06-13 23:24:00,7.20,W,280.00,0,0,1015.3,11.5,45,24.1
50,2022-06-13 23:29:00,3.50,W,279.00,0,0,1015.3,11.1,44,24.1
51,2022-06-13 23:34:00,4.70,WNW,282.00,0,0,1015.4,11.4,45,24
52,2022-06-13 23:39:00,7.90,W,281.00,0,0,1015.1,11.2,44,24.2
53,2022-06-13 23:44:00,13.00,W,267.00,0,0,1015.1,11,44,24
54,2022-06-13 23:49:00,15.10,W,263.00,0,0,1015.1,11,44,24
55,2022-06-13 23:54:00,11.60,W,279.00,0,0,1015.2,11,44,24
