,data,velocità vento [km/h],cardinalità vento,direzione vento [°],pioggia cumulata [mm],pioggia istantanea [mm],pressione [hPa],temperatura di rugiada [°C],umidità relativa [%],temperatura [°C]
0,2022-03-19 06:49:00,10.50,S,171.00,6.1,0,1029.6,7.6,86,9.8
1,2022-03-19 06:54:00,11.10,ENE,76.00,6.1,0,1030,7.5,86,9.7
2,2022-03-19 06:59:00,11.10,ENE,76.00,6.1,0,1029.7,7.5,86,9.7
3,2022-03-19 07:04:00,13.70,ESE,108.00,6.1,0,1029.6,7.5,87,9.6
4,2022-03-19 07:09:00,13.70,ESE,108.00,6.1,0,1029.7,7.5,87,9.6
5,2022-03-19 07:14:00,13.00,SSE,150.00,6.3,0.2,1029.8,7.7,86,9.9
6,2022-03-19 07:19:00,7.90,S,182.00,6.3,0,1029.9,7.5,85,9.9
7,2022-03-19 07:24:00,9.30,SE,140.00,6.6,0.3,1030,7,82,9.9
8,2022-03-19 07:29:00,10.50,SE,141.00,6.6,0,1029.8,7.3,82,10.2
9,2022-03-19 07:34:00,14.30,E,101.00,6.6,0,1029.9,7.4,83,10.2
10,2022-03-19 07:39:00,10.80,S,186.00,6.6,0,1029.8,7.9,86,10.1
11,2022-03-19 07:44:00,11.90,SSE,147.00,6.6,0,1029.8,7.7,86,9.9
12,2022-03-19 07:48:00,16.30,SE,137.00,6.8,0.2,1030,7.8,86,10
13,2022-03-19 07:54:00,8.70,ESE,120.00,6.8,0,1030,7.6,85,10
14,2022-03-19 07:59:00,13.40,SE,134.00,6.8,0,1030.1,7.4,84,10
15,2022-03-19 08:04:00,13.70,E,98.00,6.8,0,1030.1,7.2,82,10.1
16,2022-03-19 08:09:00,7.90,ESE,122.00,6.8,0,1029.9,7.3,82,10.2
17,2022-03-19 08:14:00,13.00,NE,49.00,6.8,0,1030.2,7,81,10.1
18,2022-03-19 08:19:00,16.90,ESE,111.00,6.8,0,1030,6.7,79,10.2
19,2022-03-19 08:24:00,16.30,ESE,108.00,6.8,0,1030.1,6.6,78,10.3
20,2022-03-19 08:29:00,14.00,SE,132.00,7.1,0.3,1030.3,6.1,77,10
21,2022-03-19 08:34:00,18.30,SW,236.00,7.1,0,1030.1,6.1,77,10
22,2022-03-19 08:39:00,9.70,ENE,65.00,7.1,0,1029.9,6,76,10
23,2022-03-19 08:44:00,5.50,ESE,119.00,7.1,0,1030,6.7,79,10.2
24,2022-03-19 08:49:00,9.70,W,277.00,7.1,0,1030.3,6.1,77,10
25,2022-03-19 08:54:00,13.70,E,82.00,7.1,0,1030.3,6.6,79,10.1
26,2022-03-19 08:59:00,8.70,ESE,123.00,7.1,0,1030.4,6.7,80,10
27,2022-03-19 09:04:00,7.20,E,89.00,7.3,0.2,1030.2,7.2,83,10
28,2022-03-19 09:09:00,12.20,SE,128.00,7.3,0,1030.2,6.7,81,9.8
29,2022-03-19 09:14:00,11.60,ESE,118.00,7.6,0.3,1030.2,6.8,81,9.9
30,2022-03-19 09:19:00,14.00,S,171.00,7.6,0,1030.2,6.7,81,9.8
31,2022-03-19 09:24:00,14.80,ESE,113.00,7.6,0,1030.5,6.5,80,9.8
32,2022-03-19 09:29:00,7.60,NNW,337.00,7.6,0,1030.5,6.3,79,9.8
33,2022-03-19 09:34:00,10.50,ESE,105.00,7.8,0.2,1030.2,6.5,79,10
34,2022-03-19 09:39:00,14.30,E,95.00,7.8,0,1030.2,6.3,78,9.9
35,2022-03-19 09:44:00,14.80,SE,127.00,7.8,0,1030.4,6.1,77,10
36,2022-03-19 09:49:00,11.90,E,101.00,8.1,0.3,1030.5,6.4,78,10
37,2022-03-19 09:54:00,6.40,ENE,63.00,8.1,0,1030.5,6.7,80,10
38,2022-03-19 09:59:00,14.80,ESE,121.00,8.1,0,1030.2,6.4,79,9.9
39,2022-03-19 10:04:00,7.20,NNE,32.00,8.1,0,1030.4,6.6,80,9.9
40,2022-03-19 10:09:00,10.50,E,95.00,8.1,0,1030.4,6.6,80,9.9
41,2022-03-19 10:14:00,9.70,NNE,14.00,8.1,0,1030.6,6.9,82,9.8
42,2022-03-19 10:19:00,13.70,NE,48.00,8.3,0.2,1030.5,6.9,83,9.7
43,2022-03-19 10:23:00,13.70,ESE,121.00,8.3,0,1030.7,7.1,84,9.7
44,2022-03-19 10:29:00,11.10,SE,124.00,8.3,0,1030.6,7.3,86,9.5
45,2022-03-19 10:34:00,14.30,ESE,121.00,8.6,0.3,1030.6,7.4,87,9.5
46,2022-03-19 10:39:00,10.10,SE,129.00,8.6,0,1030.5,7.3,87,9.4
47,2022-03-19 10:44:00,11.10,SSW,193.00,8.6,0,1030.4,7.3,87,9.4
48,2022-03-19 10:49:00,14.80,SE,139.00,8.6,0,1030.5,7.1,87,9.2
49,2022-03-19 10:54:00,8.70,ESE,116.00,8.6,0,1030.5,7.2,87,9.3
50,2022-03-19 10:59:00,11.10,NE,54.00,8.6,0,1030.5,7,86,9.2
51,2022-03-19 11:04:00,17.20,SE,126.00,8.6,0,1030.4,6.3,83,9.1
52,2022-03-19 11:09:00,11.10,NNW,329.00,8.6,0,1030.4,6.1,80,9.4
53,2022-03-19 11:14:00,11.60,SSE,148.00,8.6,0,1030.5,6.2,80,9.5
54,2022-03-19 11:19:00,8.70,E,84.00,8.6,0,1030.1,6,79,9.5
55,2022-03-19 11:24:00,7.60,ESE,102.00,8.6,0,1030,6.1,79,9.6
56,2022-03-19 11:29:00,9.30,SE,131.00,8.6,0,1029.9,6,77,9.9
57,2022-03-19 11:34:00,7.60,ESE,119.00,8.6,0,1030,5.9,75,10.1
58,2022-03-19 11:39:00,9.70,SSE,149.00,8.6,0,1030,6.4,77,10.3
59,2022-03-19 11:44:00,7.90,SW,214.00,8.6,0,1029.8,6.7,80,10
60,2022-03-19 11:49:00,6.40,S,182.00,8.6,0,1029.8,6.6,80,9.9
61,2022-03-19 11:54:00,5.80,SE,128.00,8.6,0,1029.6,6.8,81,9.9
62,2022-03-19 11:59:00,9.70,SE,135.00,8.6,0,1029.5,5.9,76,9.9
63,2022-03-19 12:04:00,10.50,SE,129.00,8.6,0,1029.7,4.6,67,10.5
